TILEID,TARGETID,VI_selection,DELTACHI2,Z
80669,39627797433427265,0,96.72030610218644,0.33307944893788055
80694,39633565805183123,0,33.20943919569254,0.37311977062673124
80694,39633563666089365,0,24.140303567051888,1.2024878591429913
80694,39633565104736918,0,51.67833350598812,0.9755841963747806
80694,39633563649313175,0,385.212129086256,0.6848456295636016
80694,39633565809379351,0,63.21030277386308,0.9216774633264029
80694,39633564395900057,0,232.58042510412633,0.43717726349458974
80694,39633559538893210,0,314.41277865692973,0.709248400730874
80694,39633567101224726,0,157.40426874905825,0.8486185753245694
80694,39633565117320348,0,307.19093948602676,1.0211747659843153
80694,39633567097030300,0,70.91968540847301,0.8136120739970153
80694,39633567097031324,0,43.41804198920727,0.8623047768813262
80694,39633560436474015,0,645.5672814272111,-0.00017607759581859028
80694,39633567692621983,0,18.684615269303322,1.0388148297700992
80694,39633567696815000,0,742.7555388212204,1.2899098214917164
80694,39633561287917860,0,464.55547533617937,8.240433898033637e-05
80694,39633563666089894,0,22.73786540236324,0.27238360750161245
80694,39633565117318311,0,90.445398170501,0.6729458848527704
80694,39633565784211496,0,19.014563024044037,0.6527299862099473
80694,39633560432281129,0,261.7155224531889,1.083280529663223
80694,39633565788408745,0,182.32589333096803,4.124054208370137e-05
80694,39633565800989355,0,134.58245780318975,0.7023830203887904
80694,39633566459494699,0,693.5903399884701,0.6453208140799997
80694,39633567092836143,0,23.08407580666244,0.6955866412252713
80694,39633567709397266,0,3218.3043541908264,0.9220545457558236
80694,39633566455301521,0,382.8560081124306,0.7812188154044968
80694,39633562890145290,0,70.75325730695295,-0.00016734036197511265
80694,39633567084447369,0,274.75412011146545,1.3567810553934383
80692,39632929936114358,0,178.9608952663839,1.0812879888234839
80692,39632929948697916,0,26.60682111978531,0.5777109850117531
80692,39632945178216893,0,204.0534041778992,-0.0013844106147606811
80692,39632950253322429,0,381.18974927067757,0.7225131047728874
80692,39632940136664000,0,268.1321865171194,0.6769627459823215
80692,39628511337514818,0,706.7547563500702,0.8932115798345176
80692,39628506157550019,0,280.7207152545452,1.0643058915101806
80692,39628500977586372,0,48.38849390090036,-0.0006783147321932837
80692,39628526776747464,0,15396.280502289534,0.08858398327664821
80692,39632950236548693,0,1638.750570565462,0.7301624166546231
80692,39628516517481817,0,312.21697703003883,0.9493207232889043
80694,39633560415503283,0,526.2066394676931,-0.00023195211440815743
80692,39628521663889627,0,97.94617503136396,0.5832179069602971
80692,39628500990169570,0,279.32822228223085,0.7480094675755353
80692,39632945194992235,0,127.61779288947582,0.991009152478542
80692,39628516483927027,0,525.4221816323698,0.8469797481041246
80692,39632929936116852,0,140.1808701902628,0.937472808896544
80692,39632940136664308,0,137.53899186104536,0.5007155236783657
80692,39632950232352632,0,1092.033335775137,1.1591222705969624
80692,39628526793527421,0,100.40825960971415,0.6751482046480709
80693,39633567055087997,0,413.98799216747284,0.5571492710280248
80694,39633567084446467,0,22.438539147377014,1.1436809626236688
80694,39633561237588229,0,82.62768503278494,0.7085474881768815
80694,39633566442719878,0,417.59760144352913,1.279088216177194
80692,39628516496509916,0,242.66273291409016,0.9987892258387
80692,39628511341708086,0,268.62292274832726,0.8986127574353207
80694,39633562898532915,0,250.96575945615768,0.8423216911509294
80694,39633560428086842,0,190.9958860464394,0.8076510858109969
80694,39633567696815224,0,83.146020591259,1.3081831997725766
80694,39633567084446847,0,206.39209587872028,0.6624651467929396
80700,39632940388320773,0,499.0437381118536,0.7812283365829621
80700,39632950530146827,0,202.411355830729,0.8547229995660629
80700,39628506476316684,0,485.9376414641738,0.7262127343726898
80700,39632950534343575,0,466.268304258585,0.8313169806011065
80700,39632940413485593,0,141.48692700266838,0.8150608923833524
80700,39628501266990236,0,192.88549742102623,0.778735600952056
80700,39632930229719071,0,658.0292927324772,0.485626975466993
80700,39632940421875232,0,112.9823791757226,0.8589892933822906
80700,39632955571701665,0,1073.8257643431425,0.8778721608350214
80700,39632945476011682,0,145.4210491925478,0.869042088266175
80700,39628506459538467,0,78.37972210347652,0.6833453793413209
80700,39632940388322724,0,388.1327846199274,0.8973778018702976
80700,39632950534342179,0,50.35975866019726,0.7827089690834075
80700,39632940421875751,0,747.9434622228146,0.6804982036392732
80700,39632950538536701,0,103.13271067291498,0.9129837129369938
80700,39632930229716140,0,34.599982688203454,0.9284760268387515
80700,39632945463428012,0,39.82592175900936,0.3358960340898618
80700,39632955571703213,0,256.0080721527338,0.885926201230008
80700,39628521902967344,0,2914.5425415039062,1.2747509040677076
80700,39632945455041589,0,336.7618642002344,1.0419787705883397
80700,39632950521758907,0,594.5380573533475,1.0504871703900251
80694,39633562894338683,0,267.3054718375206,0.8689416379109561
80694,39633567101224570,0,375.1870800703764,0.8232639784625673
80694,39633567071865720,0,421.8102362602949,0.7064751231592853
80694,39633567692622579,0,39.47180539369583,0.8986591573390782
80694,39633560432280249,0,29.98348267003894,0.6764385887732075
80694,39633562852393020,0,1765.890055179596,0.22674199378361384
80694,39633564395898302,0,39.80321350693703,0.6713759352502058
80694,39633562894337217,0,21.356739404029213,0.07135717267924778
80694,39633559555673413,0,733.3702356548965,-0.0003573876359306301
80694,39633565125706183,0,15.759018167853355,0.7524874366236894
80694,39633566438524104,0,119.62176176905632,0.7099788366672465
80694,39633565796795594,0,15.706528894603252,0.6445943870264694
80694,39633566446913488,0,115.15337324142456,0.851109579613647
80694,39633559547284305,0,129.0157506135729,8.349999568484457e-05
80694,39633565800989649,0,28.443470327183604,0.750047017188235
80694,39633561254364473,0,114.34722984582186,0.8839639596293701
80694,39633567692620881,0,301.71766133606434,0.5122448555190157
80694,39633567092836057,0,19.074985295534134,0.8202604235734373
80694,39633567692620895,0,47.27153395116329,0.8174889683193313
80694,39633565805184738,0,107.40132956206799,0.45152837965241
80694,39633560432281446,0,148.79468192532659,0.7561568055895882
80694,39633561258557926,0,188.49484222754836,0.8350501918559777
80694,39633561271140987,0,307.97799541801214,0.8692228557902316
80694,39633562080641132,0,496.3576166033745,0.791448865692817
80694,39633567701008493,0,193.02681064605713,1.2891149247288096
80694,39633565805186414,0,79.56525510008214,-6.472752822829495e-05
80694,39633564404288368,0,581.8355721011758,0.6898908787258793
80694,39633566459494770,0,209.98671601712704,0.7152078176441253
80694,39633566442718425,0,56.43914617225528,0.7139557906493109
80700,39632960592284157,0,1254.205648779869,0.3497768661654527
80692,39632935036388021,0,287.7885942235589,0.9695492413903093
80692,39628521634533805,0,576.0647077411413,0.6682134509641648
80622,39632930170996863,0,269.61683494597673,0.7974367332889288
80688,39628339563988454,0,108.2695996016264,0.737710650264904
80688,39628294831737071,0,60.38825921714306,0.9315814618968397
80688,39628328436499701,0,158.29954381287098,0.7398096538935379
80688,39628339559795705,0,676.024280577898,0.5736148144360309
80688,39628317292237306,0,337.56757541000843,0.9248931291612271
80688,39628334010732031,0,684.0309774894267,0.7116106915655462
80690,39628506132384640,0,17.466475721514144,0.7852897246986037
80690,39632960256738432,0,2020.5387079715729,1.1582721507333513
80690,39632950194604677,0,22.28560222685337,0.9134700035431641
80690,39628506119800071,0,324.67145082354546,0.9216384482826109
80690,39628500927250951,0,407.05298183113337,0.7819018204444254
80690,39632950198796808,0,175.56782688200474,0.8019080994299886
80690,39632945119497867,0,110.18658509850502,0.4286900854764169
80690,39628516421013644,0,370.6751198172569,0.9462109799872565
80690,39628511270406158,0,282.09436221420765,0.9381045087116426
80690,39632940077940879,0,76.12921695411205,0.6821229905449743
80690,39632929881589497,0,134.42578591406345,0.9220721522896319
80690,39632945132080661,0,383.3433791399002,1.0019265038010543
80690,39632950169436182,0,331.3161719609052,0.6908212530987214
80690,39632945144662684,0,335.41373589634895,1.0212156573433515
80690,39632955223576220,0,470.54119423776865,0.5883240484528789
80690,39628511299767840,0,136.52679081261158,0.9644133581688504
80688,39628294848516068,0,32.8404837846756,0.9558068128812944
80688,39628345104666211,0,49.75309485197067,0.6302535973054738
80688,39628339559794914,0,89.37864223412907,0.6306859208872967
80688,39628289228146016,0,138.76050047203898,0.7933057397700288
80688,39628334002341405,0,272.85915118455887,0.9194479380092199
80688,39628334014922909,0,119.93236578255892,0.7224750996080945
80688,39628294827542687,0,319.00003142654896,0.7612321610878078
80688,39628328457474079,0,156.98311483860016,0.7224803156223267
80688,39628294856904740,0,259.26151184437003,-0.00013155530668695678
80688,39628311676064935,0,130.58739028126,0.6671473886037972
80688,39628289219757864,0,15.054820440709591,0.5577328895106453
80688,39628317292236716,0,347.9982796907425,0.3709360842557318
80688,39628322862272560,0,52.29934065416455,0.47888503700629315
80688,39628306093443899,0,30.59641383588314,0.8880775304251636
80688,39628345108857662,0,730.5128817558289,1.1497836190792063
80690,39628511295573153,0,1022.3716222498697,0.5245806252789957
80688,39628345104666175,0,208.85826298594475,0.6325903909434529
80688,39628317296430665,0,537.910691998899,0.6484288424565472
80688,39628322866464969,0,223.70517294853926,1.1208566312764352
80688,39628311713811788,0,114.9027538895607,0.8194925735968553
80688,39628289215563469,0,482.31205021589994,0.8339573219326861
80688,39628294856904016,0,803.8231659829617,0.7733872507477396
80688,39628294852708818,0,225.04542534053326,0.976318837709807
80688,39628328453278931,0,178.1294740140438,0.6927972447081393
80688,39628339568183892,0,73.9311170578003,0.8066077168390593
80688,39628311692840920,0,80.71332815364622,0.0001026671059866404
80688,39628300447912152,0,719.180795538974,0.0001562969006548078
80688,39628283570030683,0,109.29444625973701,0.561366701397197
80688,39628289186205120,0,220.7005360648036,0.8890962995891182
80692,39632950257516847,0,231.57726627588272,0.8329762837051305
80690,39628516421013800,0,310.6081232726574,0.9457815824216185
80690,39632950182019114,0,216.15851690620184,1.1920933230034372
80690,39632940086331632,0,449.7008912861347,0.8723342990205312
80690,39628516421011569,0,4909.700804789711,4.467980734982752e-05
80690,39628511287185522,0,3140.1897932887077,1.3360865988594717
80690,39632950186215795,0,60.74033038318157,0.6932336189765709
80690,39632950182019700,0,377.35813304781914,1.193260618110769
80690,39628506098828790,0,646.9256706237793,0.7734546060159714
80690,39628516441981561,0,33.08148939907551,0.7366859320511152
80690,39628511299765498,0,133.63740969449282,0.7655623911630831
80690,39632950190407804,0,364.0255736298859,0.5309811292241571
80690,39628500931445630,0,194.51303070783615,1.0272461110349003
80692,39628516525867398,0,353.00114595144987,0.9486601195868598
80692,39628526789331207,0,36.2269157525152,0.7592403738832989
80692,39632945203380366,0,516.1369578391314,0.8264769548270133
80692,39632945199186063,0,263.1969167664647,0.989180457640248
80692,39628521647115028,0,397.61312473076396,0.8078412284064238
80692,39632945169829268,0,161.56111897528172,0.9123812100893115
80692,39628526759970844,0,82.73693480715156,0.357067571481619
80692,39628526785135773,0,861.3618093281984,1.0698472268991217
80692,39628511341710239,0,321.96885241381824,0.8950220273005142
80692,39628501006945318,0,148.63799299299717,0.910421848303948
80692,39628511329127337,0,705.1351286321878,0.6863549993423417
80692,39628526793525546,0,531.5824490338564,1.0254769244967927
80692,39628516496508203,0,716.2530314773321,0.644037066157836
80690,39628516416819439,0,263.6695583984256,0.8931145394862491
80690,39632945127884776,0,615.8439851999283,0.6738098178002409
80690,39628526697055079,0,149.66425076127052,0.45776212735180744
80690,39628506132384744,0,308.1062873750925,0.8035620603136582
80690,39628516425205165,0,244.834893406658,0.0003554559522410974
80690,39632929885785391,0,694.5181107744575,0.2421875936950103
80690,39628526739000756,0,182.9376817792654,0.8631357291825277
80690,39628526692860981,0,693.5233790129423,0.4401784634469528
80690,39628511266211518,0,313.0787950903177,0.6677860733139024
80690,39632945132080319,0,293.6586409090087,0.6898079321761902
80690,39632945132078528,0,16.123600885272026,0.28438846401551604
80690,39632940086330049,0,494.9871435696259,0.08748394412918682
80690,39632950169439426,0,356.5726908892393,0.41040892016432107
80690,39632950182020802,0,717.5830215960741,1.194157755993311
80690,39632955227767362,0,814.8077873997827,1.1940267224184409
80690,39632960256738345,0,162.12818676419556,0.6532384290296392
80690,39632940061164869,0,179.902581974864,0.7000168524409787
80690,39628521605171271,0,216.0473215803504,0.9393799663970172
80690,39632940056971976,0,517.6687890589237,0.7444826601071227
80690,39628521571616467,0,37.146398440003395,0.4814128236246589
80690,39628521584197844,0,427.8610788062215,0.7025913163646722
80690,39632945115303253,0,743.4751412123442,0.8282417358038596
80690,39632929889979734,0,308.14817129820585,0.9459136863558575
80690,39632950169437399,0,1429.9260480701923,0.7519181675350939
80690,39632960260933981,0,129.35967472195625,0.6801272062399563
80690,39632960252546684,0,1768.868909890316,0.34363560695963086
80690,39628521609364578,0,691.2899155318737,0.48292886164726184
80690,39628521580005095,0,460.9896773695946,0.8369273345207378
80690,39628511291381319,0,182.99741925299168,0.4791999380195228
80700,39628516811080136,0,629.9508219510317,0.889388870962004
80700,39628516773331789,0,195.3885182067752,0.922593257460612
80700,39628501283767886,0,900.6389646828175,0.5425682914998915
80607,39633354923970547,0,649.0701828896999,1.0383422289627158
80620,39633457881547770,0,416.6159912273288,0.9292683355053251
80620,39633440299024643,0,1168.4905833005905,0.7992735540152637
80620,39633457894130435,0,63.834367483854294,0.8653585898211026
80620,39633455444659462,0,101.48111334443092,0.49972733455181567
80620,39633447982989450,0,269.56936118006706,0.9404994957688622
80620,39633455457242127,0,873.2062129080296,0.24009665930955298
80620,39633447974603793,0,602.5618450641632,0.930251225224798
80620,39633445420270868,0,30.631948307156563,0.8244338669861262
80620,39633457885743640,0,78.01743534207344,0.9530448023782214
80620,39633429729380634,0,446.61680357424484,-0.0001550306974746997
80620,39633429725186844,0,233.25324535369873,0.9009795274351313
80620,39633445441243804,0,512.2507696356624,1.0788970493465362
80620,39633452990989342,0,105.47429965436459,0.6648715800830554
80620,39633450495381153,0,222.5987429022789,0.8411332659407779
80620,39633450486992675,0,43.51337202638388,0.5214215102130915
80620,39633455432075174,0,257.7600127272308,0.9294529049758388
80620,39633432401150887,0,908.8610939830542,0.7162195086904174
80620,39633435047755822,0,446.04658768326044,0.8053548798167954
80620,39633447987183918,0,654.6597521454096,0.3133090080157671
80620,39633437706944818,0,280.83404253423214,0.9133856985527488
80620,39633453003571252,0,44.79624159261584,0.6919571956031725
80620,39633452982601018,0,181.94941414892673,0.9719565271864151
80607,39633341690940914,0,23.181061992421746,0.26165793972126006
80607,39633324632705520,0,1082.6202534511685,1.128328235732286
80607,39633331502977001,0,164.452080629766,0.8275218448076124
80607,39633354919773159,0,509.6370630003512,0.5643600952427641
80607,39633351652411241,0,300.3898080289364,0.5204815884178703
80607,39633324641092981,0,154.18800214111252,8.576245738074276e-05
80607,39633324632703350,0,62.02767559885979,0.919591919227542
80607,39633338335497080,0,401.3283347785473,0.8290557105150712
80607,39633341657386884,0,278.7858805991709,0.7016100608949644
80607,39633314155335056,0,312.4634160660207,1.033411446969105
80607,39633338318720405,0,644.9503038525581,0.6682645238409262
80607,39633317665964438,0,247.60532769560814,0.7712531394662276
80607,39633331544917404,0,603.3193904459476,0.744077806110469
80607,39633338310328732,0,8264.958057880402,0.0373510226837176
80607,39633314163722146,0,882.2417288310826,0.8079086151338315
80620,39633453003572283,0,124.5016547292471,0.42832007319446214
80607,39633351627244965,0,695.2257253229618,0.7508905378490628
80607,39633341661579182,0,13269.614003472765,0.2722378634242111
80607,39633351652410288,0,804.4213129580021,0.7742893670187388
80607,39633338297749937,0,126.7141332551837,0.562971761566481
80607,39633338322911682,0,849.7027268186212,1.044352979148877
80607,39633345025410498,0,1633.270736247301,0.7013752654913018
80607,39633341678354886,0,111.62439493834972,0.8081023043606722
80607,39633348330522062,0,130.23219560167126,-0.0002710241859419899
80607,39633338318717393,0,1280.5507857725024,0.844662806292188
80607,39633321180795357,0,354.319826066494,0.45979894806985605
80607,39633341678355421,0,1093.598770186305,1.2582069508434588
80607,39633321151433703,0,131.47531720995903,0.7313509388511457
80607,39633354919776684,0,1761.5347298830748,0.7611836399242644
80607,39633317674354022,0,427.20939745008945,0.8623744663655761
80620,39633440332580412,0,92.4715203102678,0.6673216370670105
80620,39633437706945218,0,206.6101497951895,0.7351678445456061
80620,39633447957823871,0,185.71853791177273,0.7145416427014564
80622,39632945392126980,0,483.5779755413532,0.9841202595543399
80622,39628506409208719,0,298.57987543195486,1.0141192459537005
80622,39632930166801819,0,325.37402142584324,0.6867407783484113
80622,39628521877803039,0,311.4118355959654,0.9739515773874455
80622,39628521890385444,0,163.08899343013763,1.0034998066891343
80622,39632930179386537,0,389.61972265224904,0.9931714610926355
80622,39628521844249515,0,172.52180027030408,0.8174500374835303
80622,39632950463037615,0,44.7712513692677,0.9512564777299328
80622,39628511564007476,0,473.99525758624077,0.8278719931642111
80622,39628521890383679,0,25.435567811131477,1.035698735407155
80622,39632930166801093,0,1134.1969214081764,0.4797182146935088
80622,39628521890384968,0,147.25704683363438,0.7858742590570844
80622,39632955508788298,0,18.737841852009296,0.551239098079979
80622,39632930162609236,0,394.67946968227625,0.930588490811225
80622,39628521852633941,0,189.75753263011575,0.7025038672561603
